Chill rakh. Nahi to ‘mohan pyare’ nahi jaagega! | STD
jo kiya sahi kiya | STD
Mere sar par mandraate mat raho | STD
meri antaraatma ban ke  So jaao | STD
Hamaari gaadi lene aa rahein hain kal | STD
Kolkata ke ek laatsahab ko bechi hai | STD
Duniya badal gayee hai Varun Babu | STD
aap logon ki behtar ho gayee hai  hamari khatam ho gayee hai | STD
Itni gehri aadat ho gayee thi iss zindagi ki ki aapke  Majumdar ke saavdhan karne par bhi lagta nahin tha ki zamindari lutne ka matlab sab chala jaayega | STD
aap log angrezon se aazaad ho gaye  hum aazaadi se barbaad ho gaye | STD
Abhi bhi bahut kuch hai aapke paas | STD
jiski antarashtriya bazaar mein kaafi keemat hai | STD
khareeddaar abhi bhi ghoom rahe hain chaaron taraf | STD
Sarkar hamein barbaad karna chahti hai kyonki unhe lagta hai hum angrezon ke dost the | STD
hum majboor the | STD
Aazaad Hind fauj ko kitna paisa diya humne | STD
hamaari galti hai agar sarkar unki aazaadi ki ladaai accept nahin karti hai | STD
Jaao tum tumhe bhi apna kaam karna hai | STD
jaao | STD
Bula lo unhe | STD
Bech daalo sab | STD
bechbach ke chala jaata hoon angrezon ke desh | STD
bula lo | STD
abe Debdas    uth | STD
Usse andar rakh | STD
Tumne maara mujhe | STD
Zamindar bechne ko taiyyar hai | STD
Zamindar Babu do din baad hum bhi chale jaayenge | STD
Mahina poora ho gaya  Itni jaldi | STD
Hamaara kaam khatam ho gaya | STD
Samay hi barbaad kiya    milla kuch nahin | STD
Mat jaao | STD
Please mat jaao | STD
Kya likh rahi ho | STD
Koi kahaani likh rahi ho | STD
Kya kahaani | STD
Kahaani hai bas | STD
Kahaani mein kya hai | STD
Ladka hai kahaani mein | STD
Aur ek ladki | STD
Dono pyar karte hain ek doosre | STD
Nahin | STD
Pyar mein padne vaale hain | STD
Pata nahin | STD
Dono baat kar rahe hain | STD
Ladka kuch pooch raha hai | STD
Vah jawaab nahin de rahi hai | STD
naraaz hai ladke se | STD
Kyonki vah jaa raha hai | STD
Kyonki vah bahut savaal poochraha hai | STD
Aur ladki kya kar rahi hai | STD
Vah usse bata rahi hai ke itne savaal mat poocho | STD
To usne savaal poochne band kiye | STD
Vah bewakoof hai | STD
usse bolne par bhi kuch samajh mein nahin aa raha hai | STD
Usne ladki ko bataaya  ki vah kitni sundar hai | STD
ki usse sundar duniya mein koi nahin hai | STD
Nahin | STD
Aur ladki ne ladke ko bola ki vah duniya mein sabse zyaada usse pyar karti hai | STD
Nahin | STD
Phir vah kab bolegi | STD
Kab bolegi | STD
Subah ho gayee | STD
mujhe jaana hai | STD
Pakhi bete | STD
Usko bolo mujhse milne ko | STD
Tum jaao | STD
Aur darwaaze band kar do | STD
Vaapas kab jaa rahe ho | STD
Parson | STD
Kabhi humne tumhaare Ma Babuju ke baare mein nahin poocha | STD
Mere Ma Babuji nahin hai | STD
Mujhe yaad bhi nahin vah kaise the | STD
mere chacha ne mujhe paala  padhaya | STD
saara kaam sikhaya | STD
Jo bhi main jaanta hoon sab unka sikhaya hua hai | STD
Hamaara department bhi vahi chalaate hai | STD
Vah kahan rahte hain | STD
Kalkatta mein | STD
Unse mil sakte hain hum | STD
Kya baat hai | STD
Vah nahin milenge | STD
Kyon | STD
Vah manaa kar denge | STD
Kya mana kar denge | STD
Unko pata chala Pakhi ke baare mein to mujhe goli maar denge | STD
Zamindari to ab chali gayee hai | STD
Jo sarkar chhodegi ya tum bikvaaoge usske alaava Pakhi hi ek hai jo hamara hai | STD
Kal raat bhar vah tumhaare saath thi aur hum uske kamre mein uska intezaar kar rahe the | STD
Hamaare yahaan nahin hota jo tum dono ne kiya | STD
kahin bhi nahin hota  Aur jab hota hai | STD
Main Pakhi se shaadi karoonga | STD
Main bas chacha ko nahin bata sakta | STD
Hum shaadi karke kahin aur chale jaayenge | STD
Main Pakhi ko bahut pyaar karta hoon | STD
Main poori koshish karoonga usse khush rakhne ki | STD
Main jaan laga doonga lekin usse dukh nahin pahunchne doonga | STD
agar aap anumati dein to | STD
Main jaanta hoon pakhi tumhaare saath khush rahegi | STD
Abhi bhi Zamindar bula sakta hoon na apne aap ko | STD
Manikpur mein to hamesha hi Zamindar rahenge aap | STD
Theek hai phir | STD
Zamindar Soumitra Roychowdhury aapko apni suputri saudaamini Pakhi aur Varun Shrivastav ke vivaah mein saadar aamantrit karte hain | STD
Ab aamantran chapvaane ka samay to hai nahin abhi | STD
chaar ladkon ko bhej deejiye bicycle par | STD
hamari taraf se sab ko nyauta dene  Aur doctor sahab  daakbabu  daroga ji ko aap khud hi jaakar aamantrit karen | STD
Aap itne taiyyar hokar kahan jaa rahe hain | STD
Ja nahin raha hoon  koi aa raha hai | STD
Koi jalsa ho raha hai | HUM
Hamaari beti ki sagai hai | STD
Wah    badhai ho aapko | STD
kin mahanubhav ko apni beti de rahe hain | STD
Tum vivaah kar rahe ho  Pakhi se | STD
Sagaai | STD
Kya baat hai Varun  Kya chhupa rahe ho | STD
Kuch nahin | STD
Kuch to hai jo tum nahin kah rahe ho | STD
Bajpai ji ko kya bataaoge | STD
Pata nahin | STD
To phir sagaai kyon kar rahe ho | STD
Usse poora hi khatam karke jaane ka iraada hai | STD
Sagaai kahaan hai | STD
Mandir mein | STD
Kab | STD
Kal | STD
Aapko sagai samaroh tak rukna chahiye | STD
Varun ko bhi achcha lagega | STD
Zaroor rukta Zamindar babu  lekin jahaaj pakadna hai Bajpai ji | STD
Bahut shubkaamnaayen Varun sahab humne suna | STD
Cigarette hai | STD
Ek jalaao | STD
Beta  paise ki baat main nahin kar paoonga | STD
Tum aur Majumdar hi sambhaalna | STD
Main chaloonga | STD
abhi nikloonga to subah hote pahunchunga | STD
Bahut achcha | STD
jaisi marzi aapki | HUM
Agar burra nahin maane to Inko gaadi tak saath le jaane ki ijaazat chahoonga | STD
Shauk se Bajpai sahab | STD
Kya ho raha hai | STD
Sagai kar raha hoon | STD
Phir uske baad | STD
Ghadhaa ghaas se rishta bana lega beta to khaayega kya | STD
Chacha kabhi na kabhi shaadi to karni hi hai na | STD
Beta maine to nahin ki shaadi | STD
Aur agar maine kar li hoti to tum sab ko kaise paalta | STD
Main jaanta hoon aapne hamein paala  nahlaaya dhulaaya  khilaya bada kiya | STD
aapne jo kaha maine bhi kiya | STD
Pahle aap se kabhi kuch nahin maanga | STD
Bata sakoge tum usse ki tum kya karte ho yahan kyon aaye ho | STD
Kal Suraj ko police ne maar diya Bareilly mein | STD
Kaise | STD
Usne bhaagne ki koshish ki | STD
Do betiyan thi uski  Ek beta tum to jaante ho | STD
Ye zindagi hai hamaari  Jo hum jeete hain | STD
Chaubees ghante  Dono peher  Poore saal | STD
Ye dena chahte ho usse | STD
Baaki tum azaad ho  Tumhaari zindagi hai jo karna chahte ho karo | STD
Nakli  Sab ke sab nakli hai | STD
ek note asli nahin hai | STD
Un logon ka ek bahut bada antarrajeeya giroh hai | STD
Bus yahi sapna mujhe baar baar aata thaki main udh raha hoon aakash mein pakshi ki tarah | STD
Gagan ko cheerta main chala jaa raha hoon | STD
Aur jab main udh raha hota hoon toh saath mein ek khushi ka ehsaas | STD
Aisi khushi jisko shabdo mein batana mushkil hai | STD
Aaisi anubhuti jaisi jeevan mein koi aur nahi thi neerali | STD
Lekin yeh sapna nahi hai yeh vaastavikta hai | STD
Yeh hawa jo mere chehre ko choom rhai hai | STD
Yeh saayn saayn ki awaz mere kano mein | STD
Yeh yatharth hai Aaj main wakai gagan ko cheerta chala jaa rha hoon | STD
jaise makhhan mein garm chhuri | STD
Isliye padha likha rahein hain tere ko? Isliye? | STD
Kiya kya hai maine? Picture hi toh gayi thi.. | BOM
Uss lafange ke saath? | DEL
Toh Baooa kya jhoot bol raha hai? | STD
Nahi Chacha kasam se sab jante hain uske | STD
Ekdum badmash launda hai | DEL
Har hafte uska koi naya naya kaand shuru ho jata hai | DEL
Tu chup ho ja kalmunhi | DEL
Subah ko ghar pe bol ke jaati hai | DEL
Ki kalij ja rahi hai. Yeh tera kalij hai? Sab ke munh pe kalikh pot dijio | EUP
Upar se jubaan pe jubaan ladaye chali jaa rahi hai | STD
Tum kuchh bolna mati | DEL
Dekhna aise hi lakshan rahe n tumhari beti ke | STD
toh ek din main hi gale mein phanda laga ke pankhe se latak jaungi | STD
Puja karke uthoge, pankha chalaoge toh dekhna Pushpa gol gol, gol gol ghoom rahi hai | STD
Tabhi kaleje pe thandak padegi sabke | STD
Badhi padhai kar li taine | EUP
Aise hi nahi mil rahe hain ussey pyar karte hain ussey | DEL
Arri kalmunhi tu toh pyaar karti hai ussey magar uske mann mein kya chal raha hai, woh tujhe thode hi maloom hai? | DEL
Kal ko tere saath kuchh oonch neech kar ke maar ke tujhe phenk dega jamuna ji mein | EUP
Phir tasue bahaati rehna | EUP
Bas abhi ghar se nikalna band tera! Bahut ho gaya tera naatak | STD
Kya karna kya hai iska? | STD
Kuchh nahi bhai Do char din ghar pe baithegi saara bukhar utar jaayega | DEL
Arre bahi ro rahi hai | DEL
Bhai woh launda theek nahi hai | DEL
Jisse poochho woh ek naya hi kissa sonata hai uska | STD
Akela rehta hai yahan pe | STD
Na kaam na dhandha na uske oopar koi dekhne wala | STD
Laundiya baazi mein number ek hai woh | DEL
Baithe bithaye bikar ka | EUP
Aap kahe ko pareshan ho rahe ho bhai | EUP
Do din mein sara nazla utar jayega | EUP
Pandit ji ka ladka saala ek number ka phattu hai bakk dia | BOM
Kothri mein bandh karke rakha hai jaise raat ko bhaag jaayegi kahin | STD
Khoob royi didi, khoob royi | STD
Yeh saale Baooa ko toh aisa thokunga na mai | DEL
Mai hota toh kya teer maar leta | STD
Mai toh pahle hi fail item hoon | BOM
Chai taiyar hai | STD
Garam hai? | STD
Haan bahut garam hai Dheere dheere peena,nahi toh munh jal jaayega | STD
Ruko na thodhi der | STD
Arre doosri seetee bol gayi hai cooker ki | DEL
Bhabhi hai na | STD
Bhabhi hi toh kar rahi hai na saara kaam | STD
Aap kaun bol rahe hain? | STD
Amma phone par toh baat karne do | STD
Aur tum bhi ussey milne ki koshish mat karna | STD
Samajh gaye | STD
Kyunki hum kah rahe hain isliye | DEL
Hum chacha hain uske | STD
aur parichay dein? | STD
Jhoot bol rahe hain sab | STD
Haan main bol rahan hoon | STD
Khaya kuchh usne? | STD
Ek baar phir pooch ke dekh lo | STD
Ab main yahan se kya karoon | STD
Theek hai | STD
Tum hi dekho na | STD
Achha theek hai phir jo man mein aaye karo, aur kya | DEL
Nahin jee woh ek number ka gunda mawali hai | STD
kaise jakar peetein? | STD
Usne apne aur mustandon ko bula liya toh | DEL
Aap toh jaante hi hai na inkey liye kya chaaku chhuri | STD
kya pistaul | STD
Nahin yeh police waali baat hi theek rahegi | STD
Aaap rahenge na sham ko | STD
Main jaldi hi aa jaunga | STD
Theek hai | STD
Kya chahiye? | STD
Haan chacha, yahi hai Ajju Main kah raha hoon yahi hai | EUP
Yahi hai jee | DEL
Maine kuchh nahi kiya | STD
Saale sharm nahi aati hai | DEL
Bholi bhaali ladki ko gumraah karte ho? Hain? | STD
Saale gunda gardi macha rakhi hai tumne | DEL
Apne hi mohalle ki ladkiyon ko barbaad karte ho | DEL
Bataoon abhi aur? | STD
Isko toh saale ko nanga kar ke isski chutadh pe chappal se maaro | EUP
Usska bhala bura humein hi samajhna hai | STD
Ab tum tang mat karna ussko | DEL
Samajh gaye na? | STD
Nahi samajh mein aaya toh thane jaa ke samajh jaayega | DEL
Sun, aaj ke baad tu Rita ke aas paas bhi nazar aaya na toh | STD
Arre theek hai Kah diya humne Nahi karega ab woh | EUP
Beta kha lo kuchh 24 ghante se jyada ho gaya hai | STD
pet mein ann ka ek daana nahi gaya hai | STD
Kahin tabiyat shabiyat bigad gayi toh | EUP
Rishi bhaiya zara ek paan le aaoge humare liye | STD
Lo kha lo ab Abhi koi nahin hai | STD
Main khilaoon kya apne haath se? | STD
Ab kya maafi maange tumse | DEL
Woh aisa ladka nahi hai Bauji | STD
Ab toh hum khud uss se mil ke aa rahein hain na | DEL
Tum hi theek kah rahi thi hum sab galat they | STD
Ab sorry kah rahein hain.. Kha lo kuchh | DEL
Aap log koot ke aaye hoge khoob usko | EUP
Nahi kasam se nahi maara.. Lo khao. | STD
Phone kar sakti hoon usko | DEL
Achha kar lena magar kisi ko pata na chale, hain? | EUP
Kya hua sona nahi hai | STD
Arre kuchh hoga tabhi baithogi kya | DEL
Kuch bologe? | STD
Humlog kitne gadhe hai na | DEL
Bina kuchh dekhe boojhe apne dimaag hi dimaag mein kuchh taana baana bun lete hain aur usska hauwa bana kar ghumne lagte hai | EUP
Samajh rahi ho? | EUP
Kaise woh Pandit ke launde ne kah diya aur humnein maan liya | DEL
Woh toh bechara ekdum gau nikla | DEL
Apni ankho dekhi par yakeen na kare toh kis pe yakeen karein? | STD
Isliye toh baar baar insaan galti karta hai | STD
kyunki bina dekhe, jo hai, doosro ki baat maan leta hai | STD
Badan bhi garam ho raha hai | STD
Suno main badhbadha nahi raha hoon Tum bhi uss ladke se milti na, toh yehi kehti gau | EUP
Usske saamne toh sab humare hi pariwar wale gunde lag rahe the | STD
Uss bechare ne toh haath toh kya apni awaz bhi nahi uthayi ek baar bhi | STD
Wah bhai wah jaise woh bechara waisi aapki beti bechari aur waise hi aap | STD
Chalo main jaa rahi hoon sone Aa rahe ho ki nahi | STD
Ek baat meri samajh mein aayi hai ki hum logon ke saath itna dhokha hua hai | STD
ki humein maar maar kar duniya bhar ka jhoot humaare andar thoons dia hai | EUP
aur hum ghadhey ke bachchey sub kuch aankh moond kar sach samajh ke satak gaye | STD
Pura ka pura aur uss jhoot ko apna sach maan liya hai | STD
Kuchh nahi rakha hai iss sabmein | STD
Yeh khabar nahin hai | STD
khabar woh hai jo tumhari aankhein dekhti hai jo tumhaare kaan sunte hainbaaki sab bekaar hai | STD
Bhai do na akhbaar | DEL
Ab tujhe to school mein padhate hain Jise tu ratta maar maar ke yaad karta hai | DEL
Woh tera bhoga hua toh hai nahin Tu apna sach dhoond | STD
Tu kyun doosron ki baat par yakeen kare | STD
Jaa rahin hoon Amma.. Teen baje lautungi | STD
Der mat kariyo.. Sidhe ghar aayio college se | STD
Sun rahe ho ek hi sach hai woh jo ki tumhara sach hai agar tumhara nahi hai sach toh bus jhoot hai Samjhe | STD
Bhai mujhe der ho jaayegi Main jaaun nahane? | DEL
Jao nahao | STD
Lekin ek baat meri samajh mein aayi hai ki jo baat tumhare apne anubhav mein nahi hai, uss baat par yakin kaise kar sakte ho? | STD
Woh toh kahi suni ho gayi na | STD
Tumhe kisi ne kuchh kah dia aur tumne maan liya | STD
Ab jo main bhi kah raha hoon usey bhi jhat se nahi maan lo | DEL
kyunki wo toh mera sach hai tumhaara toh nahin.. hain | STD
Sach hai tayaji Main jaa raha hoon, aata hoon tayaji | DEL
Ab aapka jo kaam hai woh toh aap jaanti hai | STD
Usey toh aapne jiya hai baaki ka kya? | STD
Kya guaranty hai ki woh sach hai | DEL
Paani garam hai | STD
Maine faisla kar liya hai | STD
Aaj se balki abhi se main har uss baat ko maanne se inkaar kar doonga jisey ki maine khud nahi dekha ya suna ho | STD
Mera sach mere anubhav ka sach hoga | STD
Aaj se main har baat se sawal karunga | STD
Har cheez ko dubara dekhunga, sununga,jaanunga Apni nazar ke tarazu se toulunga | STD
Koi aisi baat jisey maine jiya na ho, mere muh se nahi niklegi | STD
Jo maine galat seekha tha, ya galat tarike se seekha tha, wo sab bhoola dunga | STD
Sab kuchh naye sirey se sikhunga, naya sikhunga, sachcha sikhunga | STD
Haan bolo kya bol rahi ho? | DEL
Main toh yeh kah rahi thi | STD
sab kuchh abhi sikhoge ki pahle pant pahan loh, phir baad mein seekh lena | STD
Aap ko toh na nayi nazar se dikhta hai, nahi puraani nazar se | STD
Aur dikhta nahi hai toh kum se kum sun toh liya karo | STD
Mithai hai | STD
Prasad hai Sharma ji ka chadhawa hai | STD
Prasad hai bhagwan ka | STD
Kya hua Bauji..? | STD
Maine tujhe kabhi dekha hi nahin tha theek se | STD
Kitne achchhe se tu muskarata hai, re Kitna sundar hai tu | STD
Bauji kyon subah subah taang kheench rahe ho meri? | DEL
Satya tu hi sundar hai, tu hi Shiv hai | STD
Lekin Raje bhai jo cheez ko sab maante hai ussko bhi nahi manenge | STD
Jaise ki bharat ke pradhanmantri Manmohan Singh hai | STD
Yeh kaisi baat kar rahe ho Bauji..Yeh toh bachcho ko bhi pata hai | STD
Dekho bhai main inkaar nahi kar raha hoon | DEL
Lekin maan bhi toh nahi rahe ho na | STD
Main toh kah raha hoon honge | STD
Bhai yeh toh aapne bahut bada upkaar kiya Doctor Manmohan Singh pe | STD
Arey chhodho na sab ke sab pichhey padh gaye hainge inke | STD
Bauji yeh na issko kahte hai male menpause, samajh rahe ho na. jab lagta hai ki abhi zindagi mein kuchh aur rang nahi raha hai tabhi aisa hota hai | DEL
Mid life crisis hai Raje bhai | DEL
Bauji aap toh sab kuch ‘hoga’ ke haath saunp rahe ho Kuchh nishchit hai ki nahi? | STD
Yeh toh nishchit hai | STD
Arey hai! Sabki chutti hai office band hai School band hai itwaar hai aaj | STD
Bhai SAB maante hain ki aaj itwaar hai, toh koi wajah se hi na maante hain kisi baat ko | STD
Yeh toh ek suvidha ka sadhan hai jaise ki bhaasha | STD
Sabne maan liya ke ‘Pha’ ke baad ‘La’ laga ke ‘phal’ shabd banega aur phal ka matlab hoga | STD
Haan theek baat hai sab phal ko phal bolenge tabhi toh na baatcheet kar sakenge | STD
nahi toh aap bolo phal aur mai samjhu atom bomb toh baat kaise hogi | DEL
Itna bura laga na mere ko sab ke sab hans rahe the bauji ke upar jaise ki bauji sathiya gaye ho | EUP
man kar raha tha jootey se maaru sab ko | STD
Abki baar tumhari report hui na toh khoob jamkar kutai hogi | EUP
Toh chal na mere ghar chal na | STD
Chal bhaag chaltey hai | STD
Aa ha ha.. bada aaya bhaagne waala.. dhat! Koi akl ki baat kiya kar kabhi toh | DEL
Nahin main toh kabhi gaya nahi na Amsterdam | STD
Toh jitni jaankari thi maine unhe bata diya sab | STD
Lekin yeh main kaise kisi ko bol sakta hoon ki Amsterdam jo hai Netherlands mein hai flight aath ghante mein pahunchegi | STD
Matlab main yeh yakeen kaise dila sakta hoon sir kisi aur ko | STD
Arre lekin flight ka departure aur arrival time toh hai na website pe | STD
Sir aap samajh nahi rahe hai | STD
Kya nahi samajh raha hoon main? | STD
Tum gaye kahan ho? London gaye ho? | STD
Toh kya khaali Shimla ka ticket kaatoge? | STD
International tour bandh kar doon kya? | STD
Tumhara kaam booking karne ka hairaasta naapne ka nahi hai | STD
Jaaiye ticket banaiye | STD
Dus mein se saat sawal toh tune kare he nahi toh phir mujhe kya dikha raha hai? | STD
Baaki ke teen? | STD
Ek sahi hai do galat | STD
Paper kab milega? | STD
Mujhe nahi karni hai padhai likhai | STD
Phir kya hoga 12000 ki naukri call centre mein? | STD
Teri fees ke paise bhi bach jaayenge | STD
Kyun Padhoon main | STD
Mujhe koi saala doctor engineer thodhe he banna hai. Jabardasti ki saali padhai. | DEL
Ro mat darling. ek kaam karghar chhodh ke bhaag jaa | DEL
Saare platform ghoom kar wapas aa gaya. | STD
Kya hua koi bhi train achhi nahi lagi | STD
Tere bhi na nakhre bahut hai.. Hain? | DEL
Cigarette piyega? | DEL
Hey Bhagwan, bura mat manna Bhagwan | STD
Unka mann saaf hai Maaf kar dena Bhagwan | STD
Tum toh daya ke sagar ho | STD
Hello.. Haan jee.. Hold kijiye zara | DEL
Hello.. Jee.. Dekhiye Delhi se Colombo ki flight hai aisa yahan dikha rahe hain yeh 21 taarikh ko | STD
Aisa mera anumaan hai shat pratishat sach toh main yeh bhi nahi jaanta ki aap Mr.Sharma he hain | STD
Mere paas toh kuch pramaan nahi hai na | STD
Dekhiye main pagal hoon ya nahin yeh toh kewal aapka anumaan he hai | STD
Pi bhi lo beta thandi ho jaayegi | STD
Apsey milne ko aaya hai | STD
Bahut achhi chai hai | STD
Main banata hoon toh hamesha strong ho jaati hai | DEL
Main kah raha tha main shaadi karna chahta hoon | STD
Tera kaam waam ka kuchh pata nahin hai Aamdani ka kuch jariya hai tera | DEL
LIC ka agent hoon chacha Woh toh chal hi raha hai | DEL
Aur yes ek exam diya hai, sales tax department mein. Gorment job ke liye | DEL
Pagal hai kya? | STD
Abhi pichhle somwar ko toh diye the pachaas rupaye | STD
Maa khatam ho gaye do na bees rupaye | DEL
Tum logo ko dard nahi hai paise ka | STD
College se sidha ghar aa jaiyo | DEL
Kya kar rahe ho? Taiyaar nahin hona hai? | STD
Kaise masar masar haath chala rahe ho? | DEL
Phir bhagoge Yeh lo tiffin | STD
Jhoot mat bolo | STD
Tumhari khisak gayi thi | DEL
Bade hi cute lag rahe the tum | DEL
Toh ghar chal na | STD
Picture chalein? | DEL
Tere ko picture thode hi dekhni hoti hai | DEL
Office ke kaam se kuchh yahan | STD
Lekin tum yahan kya kar rahe ho? | STD
School nahi gaye? | STD
Hum logo ka project report hai botany ka phool patte | DEL
Arre koyi kuchh bolega ke nahi? | STD
Aapkey office mein phone kiya tha | STD
Haan chhodh diya kaam humney | DEL
Kitney aaram se kah diya chhodh diya woh bhi dus din ho gaye chhodhe huye kisi ko kaanokaan khabar nahi | DEL
Arre jaruri hai kya har baat batana har kisi ko? | STD
Dekho aisa kaam main kaise karoon jahan logo se baar baar jhooth | STD
Tum kaun se satyavadi Harishchandra ho? | STD
Dus din se jaake park mein baithe rahte ho saara saara din apney ghar mein sabse jhoot bolkey ki office jaa rahe ho | DEL
woh jhooth bolne mein tumko koi taqlif nahi hoti hai | HUM
Aur kaam mein zara sa jhooth bolna padta hai toh kaam he chhodh aaye | DEL
Arre bhai uss jhoot mein aur iss jhoot mein bada phark hai | STD
Haan so toh hai hi na | DEL
Uss jhoot ki tankhwah milti thi tumhe,mahiney ke mahiney thodha paisa aata tha haath mein | STD
killat mein hi jitey the lekin, jaise taise kharcha toh nikal jaata tha | DEL
Lekin aap toh khaandani raees hain | DEL
Aapki toh dada pardaada ki zameen hai, jaaydaad hain, soney ki khan hain | STD
Ab khaana sab soney ki intey aur chandi ke sikke | STD
Ek din main bhi sab chhodh chaadh ke chali jaungi | STD
Arre bahut kar li naukri chakri | DEL
Pahle do log kama key lane waale the tab nahi poora padta tha | STD
Tum kamao baaki sab khayenge? | STD
khaana sab puri chhe chapati khaate hain kaam karne ko koyi taiyaar nahi | DEL
Woh kyun nahi naukri kar leta hai? | STD
Sab ke sab muh baaye khadhe rahte hain | DEL
Tum baat kyun nahi karte ho? Bol kyun nahi dete ho? | STD
Yeh maine chhodha aur yeh gira | DEL
ab iskey pichhey kya kahani hai woh mujhe nahi pata | STD
Woh mujhe nahi pata – tujhe bhi nahi pata bus itna pata hai ki yeh chhoota mere haath se toh girega aur toot jayega | STD
Lao idhar do glass chhodh mat dena abhi | DEL
Yeh mera jaancha hua sach hai mera jiya hua satya | STD
Utho abhi jhadhoo ponchha kuchh nahi hua hai subah se | STD
Haan Bauji lekin agar saari cheezein girti hain toh uska koi karan hoga sidhant toh hoga | STD
Sidhant insaan ke hote hain | STD
Arre apne sidhant ke chalte toh bauji ne naukri bhi chhodh di | DEL
Pahle toh din mein ek aadh ghante aram karne ko mil jata tha ab toh yeh saara din ghar pe mandli | DEL
Jaise ki prithvi gol hai | STD
Yeh gol dikh rahi hai tere ko? Yeh gol hai? | STD
Bhai sapaat hai dekh main chal raha hoon | DEL
Dekh. Gol hoti toh.. main gir na jaata tha | DEL
Arre Bauji bahut bada gol hai | DEL
Dekho yeh tarbooz dekho gol hai na? | STD
Haan bhai so toh dikh raha hai gol na Uss se bhala inkar kaisa? | DEL
Lekin yeh jo keeda hai, usey toh yeh gol nahi dikhta hai Uskey drishtikon se toh yeh sapaat hi hai na | STD
Toh Bauji samajh lo yeh tarbooz prithvi hai aur aap jo ho | DEL
Main keeda hoon yahi kah raha hai na tu? | DEL
Theek hai bhai | DEL
Ab keeda hoon toh keede ke drishtikon se hi toh dekhoonga na | DEL
Yeh toh bahas ke liye bahas ho gayi Bauji Jo baat sab sweekar karte hain aap uss se kyon ulajh rahe ho? | DEL
600 saal pehle sab mante the ki prithvi sapaat hai Phir who gol ho gayi. 400 saal baad phir sapaat ho jayegi. | DEL
Lekin aadmi tab bhi chalta tha, aur aaj bhi chalta hai | STD
Chalo maan liya tum jo kah rahe ho who theek hai. Maan liya maine Lekin uss se mere jeevan par kya asar padhega | STD
kuein ke mendhak jaisi baat karte ho | STD
Hoon mendhak. Lekin apne kuein se parichit toh hoon. | STD
Use jaanne ki koshis toh kar raha hoon | DEL
Kabhi saala keeda bolta hair mere ko, kabhi mendhak | DEL
Yehi sikhaya hai tere maa baap ne tere ko, hain? | DEL
Jaahil kahin ka! Pair neeche kar ke baith! | DEL
Neeche kar pair.. Bada aaya hainga | DEL
Paise hain – meri pahli kamai! | STD
Khush raho Jaa apni amma ke haath mein de de | STD
Arre sun! Dikha kitne hain? | DEL
Paanch hajaar | STD
Jaa amma ko de de | STD
Jug jug jiyo beta jug jug jiyo. Shabaash | STD
Maa sau rupaye toh de do mujhe. | STD
Baavle hain Bauji lekin kuchh na kuchh naya angle nikal ke laate hain | DEL
Haan hai na padhai kar raha hai | STD
Arre kya kar rahe ho? Kya hua kya hai? | DEL
Inse puchho yehi batayenge batao apni amma ko.. batao! | STD
Dus din se school nahi gaya hai ganit mein fail hai | STD
report sign karana padega humse kar ke school he nahi jaa rahe hain | DEL
Hum saale gadhe ke bachche hai jo inki fees bhar rahe hai har mahine | DEL
Ab bus bhi karo chhota ladka nahi hai itne bade ladke pe haath uthate ho bhaag jaayega ek din | DEL
Arre toh bhaag ja na naamuraad! | DEL
Dekho toh haramjaade ko | DEL
kaise ghoor raha hai dheedh ke jaise dekho isko! | DEL
Fail kara dia aapne ladke ko? | DEL
Nahi kya karta dus mein se saat sawal toh chhodh he diya in mahanubhav ne | DEL
Na koi tedha prashna hai na medha | DEL
Kuchh bhi out of course nahi hai.. Check kar lijiyega | DEL
Suniye yeh ladka hoshiyaar hai mehnati hai baaki saare vishayon mein number iskey achhe aaye hai ek aapke ganit mein | STD
Mera ganit? Mera ganit nahi hai yeh sir. Yeh CBSE ka ganit hai | STD
Ramesh sir yeh galat sab sikha rahe hain aap bachcho ko | STD
Do samantar rekhayen infinity pe milti hain prove karo | DEL 
yeh sawaal hai? Sawal hai koi? | STD
Samantar rekhayen to samantar hain ek doosre se kabhi nahi mil sakti saath mein | STD
Dekhiye main aapse bahas nahi karna chahta. | STD
Kaise karenge bahas jab aapke ganit ki buniyaad he galat hai | STD
Pahle aap bataiye agar do rekhayne ek dooosre se mil gayi toh samantar kaise hain woh? Bataiye..! | STD
Arey kahne ka yehi matlab hai infinity pe milti hai yaani ki kabhi nahi milti hain | DEL
Wahi toh main kah raha hoon kabhi mil he nahi sakti hain | STD
Rail ki patri dekhi hai aapne? | STD
Kabhi milti hain do patriya – Kabhi ek ho jaati hai kya? | STD
Arre aisi ki taisi tumhari infinity ki! | DEL
Baat karte ho! Tumne dekha hai infinity? Kabhi gaye ho wahan pe? | DEL
Yeh ganit hai.. | STD
Yeh galat hai jab woh do rekhayen mil gayi toh phir saman antar kahan raha unmein? | STD
Watchman bahar nikalo inko. | STD
Arre jaa rahein hain chal Ashok chal! | DEL
Lanat hai iss school pe lanat hai aisi shiksha pe. | STD
Kitni tankhwah hai tumhari..? | STD
Kitni pagar hai? | STD
